image_path,room_type
data/dataset_train/dataset_train/coastal/coastal_579.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_545.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_237.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_551.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_960.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_974.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_784.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_790.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_948.jpg,dining room
data/dataset_train/dataset_train/coastal/coastal_753.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_757.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_743.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_970.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_958.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_780.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_233.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_227.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_541.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_409.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_421.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_347.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_353.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_384.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_179.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_145.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_623.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_151.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_18.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_804.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_810.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_186.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_24.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_838.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_30.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_192.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_31.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_193.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_187.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_839.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_25.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_811.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_805.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_19.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_150.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_144.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_622.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_178.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_391.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_385.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_434.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_420.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_346.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_408.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_583.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_226.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_540.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_554.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_232.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_568.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_959.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_795.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_965.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_971.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_742.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_768.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_740.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_754.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_967.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_973.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_783.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_218.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_542.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_224.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_230.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_556.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_581.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_378.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_436.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_350.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_344.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_422.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_393.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_608.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_634.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_620.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_146.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_813.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_807.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_191.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_33.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_27.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_185.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_26.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_184.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_190.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_32.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_806.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_812.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_147.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_153.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_635.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_609.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_386.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_392.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_345.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_423.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_437.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_351.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_379.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_594.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_580.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_231.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_557.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_543.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_225.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_219.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_796.jpg,dining room
data/dataset_train/dataset_train/coastal/coastal_782.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_972.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_966.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_755.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_741.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_769.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_929.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_901.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_524.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_256.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_530.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_518.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_295.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_322.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_444.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_478.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_493.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_487.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_134.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_652.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_96.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_82.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_646.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_120.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_108.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_55.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_41.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_685.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_69.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_875.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_861.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_860.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_874.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_684.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_40.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_848.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_109.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_647.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_83.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_121.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_135.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_97.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_486.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_492.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_479.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_323.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_445.jpg,dining room
data/dataset_train/dataset_train/coastal/coastal_451.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_9.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_294.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_519.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_257.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_914.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_900.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_928.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_733.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_727.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_731.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_725.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_719.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_916.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_902.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_533.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_255.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_241.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_269.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_296.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_447.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_335.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_453.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_309.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_484.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_490.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_645.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_889.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_651.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_137.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_679.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_42.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_686.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_692.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_56.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_862.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_876.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_877.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_57.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_687.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_43.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_94.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_650.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_888.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_136.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_644.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_80.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_491.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_485.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_308.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_334.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_320.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_283.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_297.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_268.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_526.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_532.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_254.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_903.jpg,dining room
data/dataset_train/dataset_train/coastal/coastal_917.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_724.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_730.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_734.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_720.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_913.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_250.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_536.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_522.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_287.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_318.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_442.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_330.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_481.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_84.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_640.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_132.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_654.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_90.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_867.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_873.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_47.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_697.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_53.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_52.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_696.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_682.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_46.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_872.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_133.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_91.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_655.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_641.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_85.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_899.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_127.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_669.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_494.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_480.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_457.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_331.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_325.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_443.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_319.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_286.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_292.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_523.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_537.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_906.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_912.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_721.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_735.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_709.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_723.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_737.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_904.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_910.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_938.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_509.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_247.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_535.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_253.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_284.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_290.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_469.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_333.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_441.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_496.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_482.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_657.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_93.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_125.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_87.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_870.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_864.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_694.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_50.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_44.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_680.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_858.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_859.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_681.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_45.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_51.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_695.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_865.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_79.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_871.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_124.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_86.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_92.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_656.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_130.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_483.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_497.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_440.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_326.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_332.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_454.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_468.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_534.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_252.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_246.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_520.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_508.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_939.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_911.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_905.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_722.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_713.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_908.jpg,kitchen
data/dataset_train/dataset_train/coastal/coastal_920.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_934.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_505.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_263.jpg,living room
data/dataset_train/dataset_train/coastal/coastal_277.jpg,home office
data/dataset_train/dataset_train/coastal/coastal_539.jpg,bedroom
data/dataset_train/dataset_train/coastal/coastal_1.jpg,bathroom
data/dataset_train/dataset_train/coastal/coastal_471.jpg,bathroom
